Gender,shoulderlength,waistcircumference,Age,Heightin,Weightlbs
0,130,1063,36,73,225
1,135,1064,22,70,197
0,144,1014,27,73,205
1,120,957,24,67,175
0,144,994,26,70,198
1,145,820,21,64,150
0,165,1148,45,74,230
1,143,875,22,69,165
0,141,859,50,69,176
1,127,768,19,62,128
0,155,790,26,68,140
1,114,1073,27,64,174
0,161,1081,29,69,200
1,135,913,37,65,180
0,135,781,30,66,145
1,131,959,21,67,175
0,147,810,30,68,155
1,130,840,21,59,124
0,160,865,31,70,171
1,125,787,33,65,117
0,144,843,33,68,149
1,140,893,37,66,152
0,159,895,31,71,190
1,132,706,24,62,115
0,153,914,23,69,180
1,123,850,23,64,135
0,162,1265,23,77,300
1,120,796,22,68,140
0,162,990,22,71,195
1,120,1010,43,66,180
0,148,868,43,68,142
1,133,910,29,64,145
0,157,852,47,73,160
1,123,1013,44,66,158
0,150,875,32,71,180
1,132,1046,35,69,210
0,144,961,27,73,180
1,128,650,19,62,100
0,157,1055,22,72,230
1,137,720,20,63,110
0,146,1144,29,72,255
1,143,747,24,66,124
0,162,1006,36,69,178
1,123,867,22,58,116
0,153,1049,40,68,211
1,152,810,25,68,153
0,147,1108,22,73,230
1,153,807,20,67,150
0,147,1021,22,66,188
1,127,738,27,66,121
0,151,877,22,68,195
1,154,920,19,70,175
0,169,1147,29,75,260
1,145,918,20,68,170
0,143,831,19,66,162
1,158,1093,28,66,203
0,161,843,22,73,170
1,127,1140,38,63,212
0,173,1017,41,67,170
1,132,1017,53,64,176
0,154,965,29,72,210
1,130,945,23,62,156
0,148,1016,26,72,228
1,153,868,29,64,155
0,164,875,43,71,183
1,132,805,21,70,145
0,146,1051,37,72,200
1,135,944,23,67,165
0,163,790,21,72,153
1,136,814,23,64,140
0,138,1050,35,65,214
1,132,735,34,62,112
0,136,947,21,66,184
1,125,814,23,63,120
0,146,994,30,70,200
1,143,787,22,64,122
0,150,1058,32,69,210
1,133,808,22,60,127
0,144,960,19,74,231
1,127,822,24,65,145
0,136,1060,34,72,220
1,123,801,24,65,135
0,137,950,26,72,218
1,135,842,25,64,140
0,136,768,20,69,155
1,133,844,21,65,143
0,142,853,26,68,155
1,136,747,24,63,118
0,165,1041,25,71,215
1,141,873,24,66,165
0,144,1030,31,68,213
1,135,757,23,66,140
0,129,731,39,67,134
1,131,854,23,64,140
0,146,958,38,70,189
1,130,778,22,63,132
0,157,1062,23,73,215
1,140,713,20,63,120
0,136,1000,27,71,180
1,120,771,23,63,125
0,156,840,20,72,156
1,138,857,23,63,145
0,147,1031,35,73,215
1,125,739,26,64,120
0,173,956,28,73,190
1,140,972,40,61,185
0,144,768,36,69,155
1,140,840,24,66,142
0,147,895,39,73,180
1,136,878,30,60,130
0,132,1146,40,68,200
1,151,788,21,64,153
0,142,907,29,74,195
1,125,895,20,63,154
0,157,917,31,65,195
1,134,740,23,65,124
0,145,1023,30,68,205
1,130,767,23,60,110
0,139,771,26,73,155
1,137,797,27,62,126
0,139,973,28,70,187
1,132,840,25,69,165
0,139,924,26,66,180
1,150,947,26,69,193
0,172,918,29,73,190
1,147,812,35,69,137
0,157,971,23,70,184
1,127,856,24,66,130
0,153,932,39,69,190
1,138,733,28,67,128
0,140,938,31,77,210
1,120,857,20,67,140
0,150,830,22,76,185
1,137,782,32,71,155
0,148,1010,25,68,193
1,130,918,38,64,160
0,143,1177,36,71,240
1,131,875,32,66,155
0,156,733,26,66,137
1,131,835,40,62,149
0,170,1013,27,74,260
1,135,795,28,64,145
0,151,1097,32,69,217
1,118,967,25,66,174
0,165,867,34,70,175
1,125,902,29,62,135
0,152,948,26,74,181
1,130,902,33,66,160
0,145,1045,25,70,190
1,117,986,50,62,156
0,162,1060,39,75,245
1,147,840,37,68,158
0,152,932,24,72,195
1,126,827,27,61,132
0,153,1059,38,77,225
1,137,975,34,70,179
0,142,1162,23,76,265
1,151,905,22,64,165
0,148,912,20,72,170
1,140,770,20,62,138
0,161,1238,26,70,250
1,130,737,23,64,130
0,136,995,44,66,187
1,138,752,26,65,128
0,149,932,25,68,170
1,150,918,24,68,185
0,138,950,33,72,180
1,150,957,23,61,206
0,153,975,31,71,188
1,137,686,25,61,126
0,137,1113,30,70,205
1,147,782,25,67,120
0,158,946,27,72,210
1,139,700,25,64,116
0,155,823,37,67,147
1,129,690,25,66,133
0,151,862,27,72,172
1,160,1034,25,67,189
0,160,1211,28,70,270
1,137,990,23,69,180
0,167,855,23,75,200
1,124,800,21,69,155
0,154,970,26,73,230
1,128,879,48,68,157
0,132,855,23,69,175
1,136,727,22,68,135
0,144,1012,23,70,200
1,128,991,33,62,171
0,140,1057,22,69,211
1,117,647,26,60,98
0,149,974,36,67,165
1,145,678,22,63,108
0,152,974,26,69,175
1,127,846,27,62,130
0,143,1004,27,72,215
1,145,850,21,65,165
0,157,1120,25,75,250
1,138,851,27,67,169
0,158,940,19,71,210
1,131,770,27,64,138
0,142,825,27,69,145
1,146,843,25,62,142
0,155,881,22,67,165
1,140,856,20,66,155
0,157,794,27,72,193
1,140,795,28,68,155
0,138,1016,28,67,192
1,138,883,47,69,157
0,172,761,46,67,135
1,158,768,26,66,143
0,151,1137,22,72,225
1,145,857,44,60,190
0,153,875,28,71,180
1,120,982,47,59,160
0,155,874,29,71,160
1,122,915,50,62,152
0,143,988,20,72,200
1,123,920,43,62,140
0,160,687,28,71,130
1,127,816,28,64,140
0,160,973,28,70,215
1,132,667,24,64,125
0,160,882,28,73,189
1,132,1198,43,67,242
0,162,908,28,74,178
1,148,882,35,67,162
0,143,832,26,69,175
1,130,870,25,64,155
0,156,900,18,71,194
1,128,780,31,66,130
0,144,796,23,68,150
1,131,1016,21,69,185
0,154,1091,25,67,215
1,130,753,20,63,129
0,155,960,38,75,195
1,132,937,27,61,145
0,134,813,19,68,140
1,131,946,22,62,134
0,128,842,46,69,167
1,148,745,30,69,143
0,149,907,31,71,180
1,147,826,27,62,138
0,151,838,21,70,155
1,146,805,40,65,136
0,138,978,26,75,207
1,130,773,20,64,130
0,156,1110,40,70,215
1,130,624,25,61,103
0,148,956,25,75,195
1,130,865,25,66,150
0,154,1036,37,74,195
1,140,895,22,68,176
0,148,917,35,68,165
1,132,805,29,60,133
0,155,983,23,73,227
1,132,826,24,62,138
0,146,993,27,68,195
1,132,883,39,62,152
0,143,769,26,71,152
1,125,696,25,61,103
0,157,746,24,70,138
1,142,820,26,62,155
0,153,880,22,65,160
1,141,730,23,64,118
0,147,827,42,63,135
1,135,770,21,64,123
0,157,1110,22,75,255
1,132,830,22,60,128
0,141,771,19,68,135
1,164,870,21,71,175
0,123,1016,24,69,182
1,147,738,30,64,111
0,148,957,29,68,180
1,123,706,27,64,112
0,167,912,22,68,200
1,150,865,26,67,167
0,158,785,26,73,152
1,143,812,24,70,153
0,136,1075,22,73,220
1,135,670,22,66,120
0,167,910,23,73,186
1,142,900,21,64,145
0,150,1056,35,73,230
1,138,840,27,67,140
0,143,827,22,68,155
1,132,784,32,66,145
0,160,963,33,69,185
1,140,933,20,65,150
0,145,797,20,70,160
1,131,978,22,65,176
0,147,843,31,72,175
1,125,883,24,63,142
0,165,966,39,69,185
1,140,1032,23,68,200
0,156,875,40,70,180
1,133,912,24,63,135
0,160,991,44,73,200
1,145,672,28,64,114
0,150,1033,46,71,197
1,130,877,21,67,148
0,163,995,43,70,178
1,115,932,42,69,170
0,166,872,26,71,175
1,131,840,28,61,143
0,146,960,27,72,200
1,143,1032,27,66,200
0,133,1065,22,65,180
1,141,783,22,67,146
0,151,812,26,71,155
1,136,668,24,59,101
0,152,781,30,69,160
1,130,882,24,64,138
0,156,1064,21,69,217
1,147,727,28,70,125
0,155,767,19,70,150
1,142,698,32,64,114
0,147,1019,22,69,182
1,151,866,29,67,162
0,138,1015,30,71,222
1,125,777,42,61,135
0,149,841,22,74,195
1,143,785,23,70,148
0,151,914,29,72,190
1,155,1055,43,68,193
0,158,786,20,70,140
1,160,830,32,63,135
0,158,807,22,69,160
1,146,773,27,63,138
0,155,899,27,69,185
1,126,872,29,60,150
0,134,812,37,64,137
1,134,715,28,63,118
0,147,910,30,67,158
1,112,674,20,59,102
0,151,967,41,73,195
1,140,1066,24,68,179
0,135,1010,47,70,192
1,127,822,21,62,139
0,138,955,48,67,180
1,145,749,36,63,126
0,155,948,37,71,175
1,134,750,30,62,122
0,168,1122,42,75,260
1,132,895,34,63,150
0,160,973,35,73,195
1,154,876,24,66,165
0,133,857,20,70,165
1,121,902,20,58,136
0,148,840,20,71,165
1,135,1113,24,66,219
0,141,993,23,69,210
1,118,784,23,63,130
0,153,830,45,66,128
1,142,903,28,64,155
0,158,1041,21,70,200
1,143,715,28,62,115
0,150,829,21,72,170
1,128,783,23,62,122
0,138,796,21,67,165
1,132,827,21,60,130
0,144,802,25,69,145
1,147,860,21,64,140
0,136,938,20,69,185
1,124,727,22,67,123
0,141,742,25,66,130
1,139,923,29,64,160
0,161,1037,23,69,210
1,122,815,29,62,130
0,140,958,40,72,190
1,145,907,28,70,180
0,151,1063,38,72,210
1,127,785,20,65,134
0,149,942,38,73,202
1,122,1004,28,64,152
0,149,773,30,73,150
1,142,858,21,70,145
0,163,729,19,67,126
1,127,850,28,62,135
0,149,955,22,73,180
1,123,901,22,66,153
0,143,861,20,73,185
1,142,890,21,66,148
0,141,989,21,70,210
1,148,728,22,64,118
0,155,960,21,73,195
1,125,808,23,64,133
0,150,929,27,72,200
1,137,918,24,65,161
0,183,1135,25,75,270
1,134,690,20,64,128
0,150,1088,21,70,220
1,145,905,25,65,153
0,151,859,24,72,160
1,150,919,31,64,166
0,142,1008,20,67,180
1,135,960,41,66,161
0,158,1022,34,72,212
1,131,945,27,64,154
0,151,871,26,68,174
1,148,735,26,64,114
0,150,930,24,67,180
1,141,866,42,69,155
0,140,814,20,67,156
1,148,935,23,62,132
0,153,874,26,69,165
1,146,1076,24,70,230
0,161,894,23,74,190
1,143,1176,35,66,204
0,150,1194,27,71,250
1,130,886,29,63,165
0,150,1143,29,72,240
1,161,1135,53,65,190
0,138,1119,27,72,236
1,142,974,44,63,168
0,147,877,21,72,180
1,136,721,20,61,110
0,142,926,29,69,179
1,134,837,21,67,140
0,139,1116,20,71,236
1,136,851,29,66,155
0,133,891,37,69,158
1,121,996,26,65,185
0,156,1085,20,72,200
1,146,852,20,66,145
0,160,1270,37,75,255
1,123,935,25,64,170
0,140,1171,26,76,270
1,140,927,24,67,165
0,140,742,26,66,140
1,136,921,21,66,170
0,135,1306,25,77,280
1,127,937,46,63,153
0,156,1030,23,73,220
1,127,872,26,66,155
0,164,1032,24,70,200
1,136,1025,22,65,203
0,140,1116,20,60,220
1,133,1106,31,62,184
0,147,1041,36,67,180
1,148,767,26,59,126
0,161,807,20,72,170
1,126,823,25,69,140
0,146,1070,39,70,209
1,151,933,22,68,190
0,141,839,22,69,172
1,135,735,20,64,135
0,141,989,54,65,182
1,150,772,22,67,128
0,141,1046,50,69,214
1,123,987,25,62,156
0,164,851,29,68,165
1,142,837,45,62,130
0,146,1059,30,73,235
1,148,873,39,68,156
0,149,1012,54,69,195
1,136,803,35,67,149
0,149,960,47,69,178
1,115,804,32,60,129
0,183,988,30,73,225
1,127,1055,54,63,180
0,167,1082,45,70,210
1,130,901,35,66,190
0,159,745,26,68,128
1,150,1172,55,69,200
0,171,878,41,70,195
1,155,791,42,66,142
0,150,984,28,71,206
1,135,962,39,65,164
0,172,828,35,69,172
1,150,745,22,67,160
0,138,996,41,69,175
1,145,801,37,62,135
0,139,997,25,67,195
1,145,955,37,62,150
0,152,1061,42,73,230
1,110,1032,45,61,148
0,147,929,27,69,190
1,142,1042,33,64,170
0,156,933,25,74,210
1,122,966,40,60,135
0,137,992,35,68,175
1,159,844,25,70,155
0,149,940,27,68,185
1,147,752,23,62,116
0,155,848,20,69,164
1,147,954,36,70,170
0,153,819,32,70,175
1,136,857,39,64,160
0,151,963,49,70,210
1,158,840,46,64,163
0,138,948,47,71,195
1,128,1090,56,70,197
0,156,1080,31,78,245
1,141,960,34,67,173
0,160,1012,37,74,215
1,132,830,40,62,138
0,148,940,52,67,157
1,144,1003,38,72,195
0,167,851,32,67,155
1,144,977,49,70,215
0,161,1030,55,70,200
1,145,855,32,64,147
0,157,852,31,73,170
1,140,863,31,62,128
0,120,992,36,68,190
1,131,917,27,63,150
0,144,811,27,66,148
1,124,919,40,63,170
0,131,960,38,69,200
1,130,695,35,62,116
0,145,1123,47,67,238
1,137,792,32,64,142
0,125,1073,35,62,198
1,122,1014,40,64,172
0,149,885,20,69,200
1,128,906,38,64,159
0,140,1120,54,76,230
1,135,795,41,67,138
0,150,848,36,67,150
1,134,1012,27,66,170
0,160,1221,43,74,250
1,137,965,38,60,158
0,148,1091,43,66,198
1,158,869,32,69,198
0,160,787,19,70,160
1,129,903,52,62,143
0,179,1041,25,76,217
1,148,817,33,67,148
0,144,944,20,68,170
1,150,681,34,68,128
0,150,1027,35,70,200
1,142,915,44,68,150
0,145,1083,41,68,215
1,136,870,26,65,169
0,152,1047,23,69,205
1,131,941,41,62,141
0,140,1005,32,71,200
1,134,847,30,64,140
0,170,937,20,74,186
1,122,755,30,61,105
0,152,1027,41,70,186
1,150,742,32,63,124
0,147,1128,43,71,230
1,147,960,25,68,166
0,140,790,19,62,138
1,145,1043,51,67,180
0,148,796,19,80,140
1,142,971,40,63,150
0,168,1160,39,70,240
1,136,982,40,66,168
0,149,834,20,69,168
1,136,837,31,63,133
0,156,1003,48,72,203
1,135,891,27,66,132
0,145,859,34,73,182
0,148,925,46,71,180
0,138,855,19,70,168
0,145,1057,47,69,200
0,136,1000,54,69,200
0,158,812,41,69,150
0,156,795,23,67,150
0,142,991,43,66,194
0,149,1116,38,69,230
0,145,1025,41,73,225
0,168,1102,49,74,250
0,145,1180,37,69,245
0,153,895,50,69,180
0,132,811,22,67,148
0,149,978,48,69,181
0,143,963,23,74,175
0,156,800,32,68,160
0,147,692,24,65,130
0,133,1010,42,68,180
0,153,921,27,70,190
0,160,1222,23,72,255
0,154,1086,42,70,225
0,154,1075,33,71,220
0,154,1011,24,70,205
0,158,996,36,72,204
0,152,890,29,72,192
0,165,1016,41,73,215
0,168,970,40,75,198
0,148,1066,42,73,225
0,140,1115,41,66,204
0,165,918,35,71,175
0,150,930,20,72,190
0,146,1075,34,70,235
0,143,835,28,63,155
0,141,1170,44,71,210
0,153,811,31,69,155
0,148,947,24,68,188
0,161,798,22,68,140
0,147,753,20,71,135
0,174,990,24,74,220
0,170,858,23,72,187
0,146,869,39,72,180
0,143,1011,25,70,215
0,160,835,31,70,169
0,140,850,22,69,170
0,162,818,23,68,160
0,152,780,20,63,136
0,148,853,25,76,190
0,170,711,19,71,137
0,156,801,20,70,150
0,140,904,43,71,165
0,144,1146,38,68,221
0,150,766,21,71,137
0,152,877,19,69,170
0,160,811,20,70,157
0,156,929,34,72,190
0,135,950,45,64,170
0,143,942,26,70,190
0,161,1222,21,77,280
0,131,805,19,67,140
0,156,743,21,72,136
0,155,1156,20,74,235
0,168,1160,24,72,255
0,146,996,24,69,204
0,143,944,25,67,161
0,140,978,33,74,190
0,166,838,39,66,160
0,149,945,31,66,170
0,155,1010,40,71,190
0,142,846,24,70,160
0,124,1019,35,68,180
0,155,1079,21,69,218
0,140,931,20,66,145
0,154,973,36,70,206
0,144,785,19,75,160
0,150,957,37,67,195
0,138,857,23,74,180
0,154,1158,44,67,240
0,170,960,21,69,200
0,126,781,20,73,165
0,161,778,25,66,148
0,143,1059,30,75,215
0,148,844,18,70,165
0,155,823,18,72,177
0,150,791,20,69,135
0,135,919,28,65,150
0,141,876,28,65,160
0,134,962,38,67,190
0,140,1006,44,68,200
0,141,991,37,71,185
0,150,943,34,70,175
0,131,1110,51,69,220
0,139,998,24,70,210
0,163,1066,41,69,223
0,145,990,45,71,170
0,150,1018,45,70,210
0,137,1150,41,72,275
0,154,965,48,69,178
0,139,1002,31,72,190
0,151,1238,41,70,251
0,144,1042,38,70,203
0,150,889,42,68,175
0,145,961,34,68,175
0,156,1235,40,67,220
0,145,1101,42,68,214
0,155,970,49,73,200
0,150,1007,39,70,196
0,139,1102,36,71,220
0,145,924,20,70,180
0,158,957,22,65,163
0,156,880,21,72,180
0,155,1024,28,69,240
0,150,1254,25,71,280
0,142,1108,42,76,230
0,145,839,23,69,155
0,137,862,30,65,145
0,153,1282,36,70,280
0,146,1035,34,70,210
0,158,787,20,73,170
0,176,938,41,74,185
0,147,933,24,75,192
0,139,986,24,67,184
0,157,946,20,70,182
0,140,748,20,68,139
0,153,934,20,69,185
0,155,802,21,70,161
0,139,968,22,69,193
0,151,1144,32,70,235
0,145,883,30,67,160
0,150,795,22,69,155
0,154,1143,23,71,250
0,140,778,35,65,127
0,130,818,24,66,155
0,158,1054,25,70,222
0,143,862,19,74,178
0,153,1003,47,70,200
0,155,972,31,73,190
0,150,914,31,66,182
0,150,1094,43,71,200
0,144,1004,19,70,195
0,148,1026,26,68,215
0,135,811,24,66,148
0,152,948,34,67,170
0,139,958,37,66,185
0,162,853,21,75,165
0,140,882,21,70,165
0,158,800,19,68,160
0,155,870,23,70,180
0,117,1019,19,69,210
0,140,829,21,65,143
0,157,982,30,69,195
0,146,919,25,71,195
0,150,1266,32,75,300
0,152,966,25,73,225
0,140,857,21,66,135
0,152,863,19,72,180
0,142,926,23,73,195
0,164,985,43,70,198
0,163,849,31,74,186
0,169,970,20,72,225
0,145,1019,22,70,201
0,140,862,44,72,165
0,152,854,19,70,172
0,152,891,19,73,175
0,161,940,23,71,185
0,163,1038,42,74,220
0,135,757,19,67,150
0,164,752,18,71,155
0,150,723,19,71,185
0,152,1108,40,74,246
0,153,792,31,70,179
0,150,798,20,70,165
0,131,879,23,72,160
0,157,851,36,69,157
0,167,1043,41,79,200
0,162,926,24,70,215
0,175,886,23,70,180
0,153,835,28,70,178
0,159,844,24,70,177
0,153,936,41,66,180
0,148,916,23,66,170
0,153,866,27,67,165
0,141,1051,35,71,210
0,143,967,37,66,190
0,138,952,30,70,198
0,149,1088,42,70,225
0,157,1270,31,70,275
0,149,1105,34,71,225
0,169,1104,26,71,230
0,134,1066,50,67,198
0,161,1086,26,78,257
0,160,1210,28,73,279
0,151,1094,37,72,210
0,152,866,22,69,165
0,146,816,23,64,148
0,129,981,47,66,160
0,144,892,49,66,175
0,136,960,42,71,185
0,140,886,45,70,165
0,151,1011,45,67,200
0,149,754,25,72,175
0,145,1034,39,70,205
0,146,1065,26,73,234
0,170,859,19,74,206
0,153,891,21,67,150
0,163,931,24,72,212
0,155,832,22,70,150
0,142,1061,21,70,205
0,161,859,23,74,196
0,152,902,20,66,170
0,157,901,38,65,177
0,161,1083,23,71,236
0,156,1071,32,70,215
0,156,910,22,71,194
0,156,840,22,70,170
0,152,785,21,72,180
0,141,864,23,64,153
0,149,940,30,69,180
0,152,1047,36,66,195
0,151,902,31,72,198
0,163,825,21,71,170
0,165,896,30,69,170
0,156,972,33,72,205
0,146,852,26,69,155
0,162,955,25,72,203
0,143,1144,23,74,240
0,166,737,21,69,150
0,159,1144,27,70,242
0,154,920,36,68,195
0,148,815,19,64,145
0,167,731,18,68,141
0,149,862,21,70,160
0,157,968,19,72,203
0,162,837,34,72,155
0,153,937,22,72,205
0,154,726,21,70,144
0,170,956,24,74,225
0,152,811,20,74,165
0,150,925,27,75,195
0,132,798,19,64,150
0,149,744,25,67,145
0,155,910,36,65,150
0,162,770,25,69,140
0,142,787,21,70,153
0,157,779,22,66,155
0,147,969,23,69,200
0,138,888,20,66,173
0,150,1029,25,72,190
0,149,1017,26,67,220
0,156,953,19,72,202
0,152,816,21,69,175
0,142,980,35,64,163
0,153,896,19,74,185
0,152,897,20,72,185
0,157,1000,28,66,195
0,155,880,19,75,185
0,144,1090,28,73,220
0,130,955,24,66,180
0,146,946,29,81,185
0,146,978,28,71,206
0,151,1076,33,78,270
0,138,933,37,69,175
0,146,732,22,67,140
0,145,1065,37,64,183
0,142,1234,27,74,280
0,147,857,28,64,154
0,144,1030,48,69,215
0,148,1076,35,68,244
0,148,892,30,70,170
0,144,763,19,66,130
0,152,1035,35,71,220
0,148,862,24,68,164
0,150,868,29,68,173
0,155,985,29,68,175
0,159,1130,26,70,230
0,131,1006,23,67,190
0,167,1056,31,70,208
0,158,920,20,70,190
0,152,1013,33,67,181
0,149,1000,31,69,184
0,178,765,26,73,160
0,161,1127,22,69,217
0,159,841,21,70,168
0,149,1188,25,71,250
0,135,860,27,66,150
0,145,1010,24,68,197
0,145,1012,27,69,190
0,158,831,32,70,155
0,155,907,26,68,180
0,131,803,26,70,162
0,140,940,39,73,193
0,150,1012,24,73,213
0,135,851,24,71,185
0,125,910,20,66,170
0,139,834,23,69,165
0,143,940,41,68,170
0,149,760,22,68,160
0,134,818,31,66,141
0,178,880,21,70,165
0,164,827,30,67,160
0,151,821,23,67,170
0,160,875,20,71,190
0,159,1045,21,69,223
0,164,923,21,67,185
0,153,844,21,72,180
0,168,882,21,73,181
0,151,1096,24,73,260
0,168,920,22,77,215
0,160,787,21,71,145
0,158,900,21,69,195
0,149,1012,27,68,170
0,134,752,19,68,139
0,138,906,22,67,160
0,166,773,19,70,145
0,156,730,27,77,156
0,139,882,23,72,195
0,158,819,26,71,174
0,149,855,20,71,160
0,149,735,19,71,158
0,142,781,26,69,145
0,140,870,26,72,180
0,154,807,20,72,165
0,140,972,22,71,200
0,150,1224,23,69,250
0,155,905,20,72,190
0,151,920,22,73,200
0,150,1105,23,73,250
0,143,917,39,69,187
0,167,752,21,69,153
0,149,911,21,67,190
0,150,1082,33,67,200
0,158,875,32,71,187
0,147,904,40,69,187
0,150,946,21,66,210
0,148,885,20,70,170
0,140,915,26,65,175
0,168,739,24,70,155
0,137,776,23,66,160
0,148,961,34,66,170
0,159,1042,28,74,215
0,139,1028,26,67,200
0,178,828,26,74,185
0,159,952,27,68,220
0,142,1012,22,71,170
0,134,860,30,68,160
0,170,761,40,75,165
0,151,802,23,65,160
0,155,1142,24,74,255
0,157,1061,22,68,177
0,146,1053,26,68,194
0,146,916,21,69,180
0,147,1103,29,74,241
0,155,900,23,71,160
0,142,899,38,65,168
0,146,822,28,67,145
0,148,880,31,68,186
0,139,1062,29,69,218
0,149,1050,30,65,207
0,157,1007,36,67,200
0,144,1065,26,73,235
0,151,841,27,71,175
0,149,916,39,70,185
0,151,1048,31,74,225
0,138,997,30,70,199
0,138,988,26,67,198
0,147,981,40,67,173
0,145,811,30,68,173
0,147,767,19,72,160
0,140,966,26,70,190
0,162,900,26,66,168
0,149,897,37,65,158
0,169,754,22,73,163
0,142,853,22,68,165
0,135,915,31,67,174
0,141,1107,28,72,225
0,150,1076,34,68,210
0,146,950,28,68,181
0,159,1199,27,73,240
0,166,1048,27,70,225
0,140,1070,49,72,218
0,160,966,31,68,198
0,130,1009,29,66,200
0,140,880,36,69,168
0,145,849,20,70,175
0,137,850,29,65,140
0,138,788,23,67,142
0,150,998,20,70,210
0,170,875,24,74,195
0,143,801,28,65,150
0,157,850,21,69,170
0,159,1132,21,71,250
0,140,759,18,72,135
0,145,740,19,67,130
0,133,1015,48,70,190
0,162,1128,35,73,235
0,150,1087,20,76,220
0,124,1002,33,66,175
0,146,953,38,70,190
0,142,1029,34,68,185
0,156,789,25,72,158
0,146,848,33,74,170
0,172,840,20,80,200
0,140,1245,33,72,165
0,143,856,30,67,145
0,157,1100,34,68,201
0,132,913,22,70,168
0,153,919,21,72,178
0,136,825,25,66,150
0,163,826,33,68,143
0,145,888,19,67,180
0,154,817,44,72,170
0,139,912,37,67,150
0,152,891,22,72,185
0,139,853,21,70,175
0,155,845,41,72,170
0,154,1200,22,66,230
0,153,954,51,75,190
0,165,725,20,72,150
0,140,1005,41,70,186
0,148,1061,47,68,200
0,154,860,32,69,165
0,149,880,25,73,185
0,144,1148,25,70,258
0,113,857,26,66,155
0,140,1084,37,72,229
0,148,1175,39,69,240
0,131,1038,29,70,195
0,164,920,22,76,224
0,171,1155,22,74,260
0,163,838,24,75,215
0,153,770,36,71,147
0,146,881,24,71,185
0,154,1010,31,71,220
0,152,737,24,70,155
0,134,1084,28,69,225
0,158,960,25,80,210
0,132,915,29,69,174
0,160,914,27,72,200
0,141,960,39,66,182
0,158,724,19,69,150
0,154,1238,26,66,267
0,152,878,27,71,180
0,155,872,31,70,170
0,145,1004,28,69,201
0,151,938,21,66,175
0,153,936,23,72,192
0,138,963,26,70,190
0,145,950,24,68,185
0,170,1170,25,71,247
0,140,1078,27,69,218
0,140,1038,29,73,225
0,136,862,25,69,170
0,119,870,34,69,160
0,140,1010,25,69,190
0,151,650,22,71,135
0,140,860,25,65,142
0,125,902,30,69,185
0,153,830,26,73,175
0,164,1067,22,71,225
0,140,999,26,71,215
0,155,839,21,66,145
0,158,802,19,72,175
0,167,730,20,70,150
0,155,966,24,71,202
0,152,838,24,67,154
0,135,866,20,67,150
0,157,932,42,65,170
0,155,816,25,76,168
0,161,808,20,68,158
0,140,836,22,72,160
0,127,925,23,71,185
0,180,775,21,71,157
0,169,830,21,74,170
0,135,857,24,67,160
0,140,1058,44,68,210
0,140,937,37,71,203
0,160,809,21,71,175
0,145,1003,31,69,210
0,149,930,30,71,185
0,126,866,23,67,165
0,151,911,34,69,175
0,135,865,20,66,155
0,148,868,33,71,190
0,169,865,20,67,160
0,160,1030,32,74,220
0,141,925,26,64,170
0,150,1101,34,70,225
0,150,927,20,72,215
0,141,957,22,70,190
0,146,786,21,72,170
0,138,849,22,69,162
0,152,918,22,71,198
0,169,851,32,71,168
0,146,1011,36,67,174
0,157,905,19,67,180
0,140,1096,25,72,225
0,141,891,21,65,180
0,156,855,21,71,175
0,140,940,21,66,166
0,136,880,23,74,175
0,152,832,27,70,185
0,160,817,21,65,155
0,140,929,22,63,150
0,137,905,26,66,165
0,156,794,28,70,140
0,159,941,21,70,192
0,168,1022,32,79,225
0,151,970,33,70,189
0,155,873,22,69,172
0,160,1127,24,72,254
0,157,918,28,70,190
0,153,1100,24,70,230
0,147,1015,24,66,215
0,158,910,25,71,210
0,176,856,32,72,190
0,140,945,20,68,175
0,154,783,22,72,165
0,147,988,38,66,160
0,155,1014,32,71,205
0,163,967,29,69,182
0,140,961,45,68,174
0,145,942,27,72,193
0,142,911,19,66,178
0,147,811,29,66,144
0,145,875,26,69,178
0,142,789,23,71,162
0,143,1021,21,70,212
0,155,1033,30,69,220
0,142,775,24,73,175
0,146,991,30,68,208
0,160,834,26,69,175
0,149,790,21,67,155
0,152,1005,19,68,165
0,152,739,23,74,160
0,145,952,26,69,187
0,145,789,24,70,145
0,152,989,25,73,209
0,147,820,24,68,150
0,148,887,30,69,182
0,167,782,20,75,175
0,149,943,43,66,178
0,151,942,29,68,180
0,164,814,28,72,170
0,139,832,26,68,150
0,130,796,22,67,150
0,149,991,27,70,215
0,139,967,31,69,180
0,140,1022,30,68,200
0,145,1043,26,67,194
0,160,707,25,72,155
0,149,879,19,68,165
0,140,1188,23,68,249
0,153,907,24,71,180
0,136,828,24,65,150
0,150,960,33,68,178
0,160,871,21,74,185
0,133,1037,32,66,207
0,156,865,23,73,165
0,156,758,24,72,165
0,158,884,22,72,180
0,141,865,21,67,150
0,130,791,26,65,145
0,163,849,28,73,171
0,164,776,19,68,170
0,155,825,25,72,150
0,136,877,27,69,171
0,140,741,27,65,120
0,132,918,23,67,170
0,133,950,24,68,187
0,145,1032,20,68,210
0,148,907,22,64,160
0,148,795,23,71,180
0,156,1131,23,67,225
0,150,775,25,68,145
0,153,916,24,74,193
0,153,1076,22,73,226
0,127,965,26,67,165
0,166,891,28,73,200
0,142,913,37,71,195
0,136,891,29,67,162
0,145,903,31,73,200
0,164,794,23,71,180
0,145,935,23,70,185
0,137,898,30,73,180
0,146,966,30,74,220
